Employee ID,Title,BusinessUnit,DepartmentType,Division,State,DOB,GenderCode,RaceDesc,MaritalDesc,EmployeeStatus,EmployeeType,EmployeeClassificationType,PayZone,StartDate,ExitDate,TerminationType,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1278,Production Technician II,NEL,Production,Field Operations,MA,1955-08-13,Female,White,Divorced,Active,Full-Time,Part-Time,Zone A,2020-10-26,,,3,3,2,4,5,2023-02-04,Technical Skills,Internal,Incomplete,1,331.46
1279,Production Technician II,PL,Production,Field Operations,MA,1994-07-16,Female,White,Married,Inactive,Part-Time,Full-Time,Zone B,2021-07-09,2023-01-27,Voluntary,3,3,3,3,5,2022-11-23,Technical Skills,Internal,Incomplete,4,704.93
1280,Production Technician I,MSC,Production,General - Sga,MA,1944-04-19,Male,Black,Single,Active,Full-Time,Temporary,Zone C,2022-01-12,,,3,3,3,2,2,2023-06-08,Leadership Development,External,Completed,4,450.65
1281,Production Technician I,TNS,Production,Finance & Accounting,MA,1968-12-19,Female,White,Widowed,Inactive,Part-Time,Part-Time,Zone A,2020-08-07,2021-07-20,Voluntary,3,3,4,2,1,2023-01-31,Project Management,External,Completed,3,775.97
1282,Production Technician I,BPC,Production,Catv,MA,1980-12-28,Female,Black,Widowed,Inactive,Part-Time,Temporary,Zone A,2021-04-10,2022-11-19,Involuntary,3,3,3,3,1,2023-02-20,Leadership Development,External,Passed,4,376.0
1283,Production Technician I,CCDR,Production,General - Eng,MA,2000-02-18,Female,Asian,Married,Active,Full-Time,Full-Time,Zone C,2021-01-11,,,3,3,2,1,2,2023-01-17,Customer Service,External,Failed,2,106.54
1284,Production Technician I,EW,Production,General - Eng,MA,1985-01-28,Female,Other,Married,Active,Contract,Full-Time,Zone B,2019-12-08,,,3,3,5,1,5,2022-11-10,Communication Skills,External,Completed,1,852.87
1285,Production Technician I,MSC,Production,General - Eng,MA,1994-07-21,Male,Hispanic,Widowed,Active,Part-Time,Full-Time,Zone C,2021-09-26,,,3,3,3,2,2,2022-11-08,Project Management,External,Completed,4,469.03
1286,Production Technician I,NEL,Production,Field Operations,MA,1999-05-25,Male,Asian,Divorced,Inactive,Full-Time,Temporary,Zone B,2021-09-09,2021-10-28,Voluntary,3,3,1,5,1,2023-05-28,Customer Service,Internal,Incomplete,2,274.85
1287,Production Technician I,PL,Production,General - Con,MA,1943-09-18,Female,Black,Widowed,Inactive,Full-Time,Full-Time,Zone A,2020-09-19,2023-02-20,Voluntary,3,3,3,5,2,2023-03-31,Technical Skills,External,Completed,1,342.57
1288,Production Technician I,PYZ,Production,Aerial,MA,1998-05-29,Female,Hispanic,Single,Inactive,Full-Time,Part-Time,Zone C,2022-01-11,2022-10-26,Voluntary,3,3,2,4,5,2023-05-13,Technical Skills,External,Incomplete,5,948.31
1289,Production Technician I,SVG,Production,General - Con,MA,1942-07-01,Female,Other,Single,Active,Full-Time,Full-Time,Zone C,2019-07-18,,,3,3,5,3,1,2022-10-08,Leadership Development,Internal,Incomplete,3,900.52
1290,Production Technician I,TNS,Production,General - Sga,MA,1996-05-14,Female,White,Married,Active,Full-Time,Full-Time,Zone A,2021-04-13,,,3,3,5,4,2,2023-05-14,Leadership Development,External,Completed,4,140.72
1291,Production Technician I,WBL,Production,Engineers,MA,1988-03-12,Female,Black,Divorced,Inactive,Contract,Temporary,Zone B,2023-06-17,2023-07-27,Voluntary,3,3,5,4,5,2022-09-12,Technical Skills,Internal,Passed,3,913.62
1292,Production Technician I,BPC,Production,Engineers,MA,1943-06-27,Female,White,Divorced,Active,Full-Time,Part-Time,Zone A,2018-10-27,,,3,3,1,4,3,2023-02-22,Customer Service,Internal,Completed,5,950.3
1293,Production Technician I,CCDR,Production,Wireline Construction,MA,1993-10-21,Female,Asian,Single,Inactive,Contract,Full-Time,Zone B,2021-06-01,2023-04-29,Voluntary,3,3,2,3,2,2023-03-12,Project Management,Internal,Passed,2,668.77
1294,Production Manager,EW,Production,Wireline Construction,MA,1970-09-28,Female,Hispanic,Single,Inactive,Part-Time,Part-Time,Zone B,2023-04-07,2023-05-07,Voluntary,3,3,5,4,2,2022-08-15,Technical Skills,Internal,Passed,3,906.05
1295,Production Technician II,PYZ,Production,General - Con,MA,1970-10-24,Female,Other,Married,Active,Full-Time,Full-Time,Zone A,2021-06-13,,,3,3,3,3,3,2023-01-03,Communication Skills,Internal,Incomplete,5,689.77
1296,Production Technician II,WBL,Production,Field Operations,MA,1985-01-27,Female,Asian,Widowed,Inactive,Full-Time,Part-Time,Zone B,2019-03-13,2020-09-12,Involuntary,3,3,1,1,5,2023-03-05,Communication Skills,External,Passed,2,694.27
1297,Production Technician II,NEL,Production,Isp,MA,1968-08-08,Female,Other,Married,Inactive,Part-Time,Temporary,Zone A,2019-05-24,2021-10-09,Voluntary,3,3,2,4,4,2023-06-14,Project Management,External,Passed,3,352.75
1298,Production Technician II,PL,Production,General - Con,MA,1983-03-10,Female,Black,Married,Active,Part-Time,Temporary,Zone B,2023-02-25,,,3,3,1,2,1,2023-05-16,Project Management,Internal,Passed,3,411.17
1299,Production Technician II,BPC,Production,Aerial,MA,1953-10-10,Female,Asian,Widowed,Active,Contract,Full-Time,Zone B,2020-03-24,,,3,3,1,2,2,2023-01-21,Project Management,External,Completed,3,358.81
1300,Production Technician II,CCDR,Production,Field Operations,MA,1967-09-05,Female,Black,Married,Active,Contract,Temporary,Zone B,2021-06-12,,,3,3,1,3,1,2023-04-29,Technical Skills,Internal,Passed,4,588.64
1301,Production Technician I,MSC,Production,Field Operations,MA,1950-03-28,Female,Asian,Widowed,Inactive,Part-Time,Temporary,Zone B,2019-03-22,2022-03-23,Voluntary,3,3,1,4,2,2022-09-22,Communication Skills,Internal,Incomplete,1,472.18
1302,Production Technician I,TNS,Production,Field Operations,MA,2000-07-02,Female,Other,Married,Inactive,Full-Time,Full-Time,Zone A,2021-03-08,2022-12-17,Voluntary,3,3,1,2,4,2022-08-20,Project Management,Internal,Passed,2,758.79
1303,Production Technician I,PYZ,Production,Finance & Accounting,MA,1957-02-01,Female,Hispanic,Single,Active,Contract,Full-Time,Zone A,2020-05-15,,,3,3,5,3,5,2023-06-02,Leadership Development,Internal,Failed,3,921.81
1304,Production Technician I,WBL,Production,Safety,MA,1996-02-13,Female,Asian,Widowed,Active,Full-Time,Part-Time,Zone B,2023-01-24,,,3,3,3,5,1,2023-01-16,Communication Skills,External,Completed,3,405.08
1305,Production Technician I,NEL,Production,Field Operations,MA,1998-11-14,Male,White,Married,Inactive,Full-Time,Temporary,Zone B,2021-01-06,2022-12-30,Voluntary,3,3,2,5,2,2023-07-08,Technical Skills,Internal,Failed,3,784.22
1306,Production Technician I,PL,Production,Project Management - Con,MA,1997-08-07,Male,Hispanic,Single,Active,Part-Time,Part-Time,Zone B,2021-04-16,,,3,3,1,3,5,2023-07-13,Technical Skills,External,Failed,4,443.99
1307,Production Technician I,BPC,Production,Engineers,MA,1981-02-24,Male,Black,Married,Inactive,Contract,Full-Time,Zone A,2021-09-22,2021-10-25,Voluntary,3,3,1,5,1,2022-11-16,Technical Skills,Internal,Incomplete,3,609.9
1308,Production Technician I,CCDR,Production,Project Management - Con,MA,1980-10-03,Female,Asian,Divorced,Inactive,Full-Time,Full-Time,Zone C,2022-06-28,2023-03-07,Voluntary,3,3,4,5,2,2022-10-10,Leadership Development,External,Failed,5,742.16
1309,Production Technician I,SVG,Production,Field Operations,MA,1980-05-15,Female,Other,Widowed,Active,Part-Time,Part-Time,Zone C,2020-08-17,,,3,3,1,1,3,2022-09-09,Technical Skills,External,Failed,3,517.74
1310,Production Technician I,EW,Production,General - Con,MA,1988-02-11,Female,Asian,Single,Inactive,Part-Time,Full-Time,Zone B,2023-04-03,2023-07-21,Voluntary,3,3,3,4,3,2022-10-16,Project Management,Internal,Incomplete,4,350.59
1311,Production Technician I,MSC,Production,Engineers,MA,1987-02-22,Male,Asian,Single,Inactive,Full-Time,Part-Time,Zone C,2023-05-26,2023-06-12,Voluntary,3,3,5,2,3,2022-10-17,Leadership Development,Internal,Incomplete,1,546.94
1312,Production Technician I,TNS,Production,General - Eng,MA,1997-08-09,Female,Black,Widowed,Active,Full-Time,Full-Time,Zone B,2021-04-10,,,3,3,2,5,2,2023-04-29,Communication Skills,Internal,Completed,4,514.37
1313,Production Technician I,PYZ,Production,Field Operations,MA,1957-12-04,Female,Hispanic,Single,Active,Contract,Part-Time,Zone C,2023-04-18,,,3,3,5,4,1,2022-10-25,Leadership Development,Internal,Incomplete,5,786.98
1314,Production Technician I,WBL,Production,General - Con,MA,1996-08-30,Female,White,Divorced,Inactive,Contract,Full-Time,Zone C,2021-10-13,2023-06-21,Voluntary,3,3,5,5,3,2023-03-18,Project Management,Internal,Passed,4,852.21
1315,Senior Accountant,NEL,Admin Offices,Splicing,MA,1956-12-21,Female,Asian,Widowed,Active,Part-Time,Temporary,Zone A,2020-10-10,,,3,3,5,1,1,2023-07-29,Communication Skills,External,Failed,4,761.63
1316,President & Chief Executive Officer,CCDR,Executive Office,Aerial,MA,1955-10-24,Female,Asian,Single,Inactive,Part-Time,Full-Time,Zone A,2019-01-20,2021-09-15,Involuntary,3,3,3,4,3,2023-04-20,Technical Skills,External,Passed,5,202.62
1317,Senior Accountant,MSC,Admin Offices,Aerial,MA,1950-11-23,Female,Black,Widowed,Inactive,Full-Time,Part-Time,Zone A,2021-05-09,2022-10-27,Involuntary,3,3,4,2,2,2022-08-20,Communication Skills,External,Passed,5,414.75
1318,Administrative Assistant,WBL,Admin Offices,Field Operations,MA,1984-05-14,Female,White,Divorced,Inactive,Contract,Temporary,Zone B,2023-07-29,2023-08-04,Voluntary,3,3,5,4,2,2022-10-17,Communication Skills,External,Completed,4,344.55
1319,Accountant I,EW,Admin Offices,Finance & Accounting,MA,1964-07-23,Male,Asian,Married,Inactive,Part-Time,Temporary,Zone C,2019-08-24,2022-12-14,Involuntary,3,3,4,2,5,2023-05-19,Project Management,Internal,Failed,1,777.46
1320,Administrative Assistant,WBL,Admin Offices,Wireline Construction,MA,1983-09-06,Female,White,Widowed,Active,Part-Time,Full-Time,Zone B,2018-12-25,,,3,3,5,1,5,2022-08-25,Leadership Development,External,Completed,3,948.71
1321,Accountant I,TNS,Admin Offices,Project Management - Con,MA,1958-03-16,Male,Black,Single,Inactive,Contract,Full-Time,Zone A,2021-05-27,2021-08-24,Involuntary,3,3,1,5,5,2023-01-19,Customer Service,Internal,Passed,5,308.77
1322,Accountant I,TNS,Admin Offices,Executive,MA,1985-05-18,Female,Hispanic,Widowed,Inactive,Full-Time,Full-Time,Zone B,2023-02-02,2023-06-23,Voluntary,3,3,1,5,2,2023-02-24,Customer Service,External,Incomplete,1,891.25
1323,Administrative Assistant,PL,Admin Offices,Aerial,MA,1953-03-19,Female,Black,Divorced,Active,Full-Time,Temporary,Zone B,2022-12-06,,,3,3,5,1,5,2023-03-30,Customer Service,Internal,Passed,2,659.9
1324,Accountant I,MSC,Admin Offices,General - Con,MA,1986-10-28,Female,Hispanic,Single,Active,Part-Time,Part-Time,Zone A,2021-07-23,,,3,3,5,3,3,2022-09-30,Project Management,Internal,Failed,2,858.72
1325,Accountant I,TNS,Admin Offices,Engineers,MA,1982-05-02,Female,Black,Divorced,Active,Contract,Temporary,Zone B,2019-11-16,,,3,3,1,5,3,2023-03-28,Project Management,External,Failed,5,380.24
1326,Senior Network Engineer,PYZ,Admin Offices,General - Eng,MA,1977-11-17,Male,White,Widowed,Inactive,Full-Time,Temporary,Zone A,2020-03-08,2021-11-07,Voluntary,3,3,5,3,1,2023-05-01,Leadership Development,External,Passed,5,505.4
1327,Senior Network Engineer,WBL,Admin Offices,Engineers,MA,1960-02-20,Male,White,Single,Active,Part-Time,Temporary,Zone B,2019-01-14,,,3,3,5,3,4,2023-07-02,Leadership Development,Internal,Passed,3,609.01
1328,Senior Network Engineer,NEL,IT/IS,Executive,MA,1975-12-24,Male,Asian,Single,Inactive,Part-Time,Full-Time,Zone C,2020-02-29,2021-09-23,Voluntary,3,3,1,4,3,2023-03-24,Customer Service,Internal,Failed,3,656.38
1329,Software Engineer,PL,Software Engineering,Field Operations,MA,1958-11-01,Male,Black,Widowed,Inactive,Contract,Part-Time,Zone B,2022-11-25,2023-04-12,Voluntary,3,3,3,2,5,2023-06-11,Project Management,External,Passed,5,692.63
1330,Accountant I,MSC,Admin Offices,General - Con,MA,1990-03-01,Female,White,Divorced,Inactive,Full-Time,Part-Time,Zone A,2022-09-15,2023-05-05,Voluntary,3,3,3,5,2,2022-11-20,Project Management,Internal,Incomplete,3,633.72
1331,Accountant I,TNS,Admin Offices,People Services,MA,1946-10-20,Female,Black,Widowed,Active,Full-Time,Temporary,Zone C,2021-08-11,,,3,3,3,2,5,2022-09-14,Communication Skills,Internal,Failed,2,517.62
1332,Senior Network Engineer,PYZ,Admin Offices,Wireline Construction,MA,1946-10-22,Male,Hispanic,Divorced,Active,Contract,Part-Time,Zone B,2023-08-03,,,3,3,1,2,5,2022-08-13,Leadership Development,External,Incomplete,4,231.76
1333,Senior Network Engineer,WBL,IT/IS,Field Operations,MA,1978-04-15,Male,Black,Divorced,Active,Part-Time,Part-Time,Zone A,2022-03-14,,,3,3,3,4,5,2023-03-01,Customer Service,Internal,Passed,2,605.12
1334,Senior Network Engineer,NEL,IT/IS,Underground,MA,1952-09-23,Male,Other,Widowed,Inactive,Full-Time,Part-Time,Zone B,2020-09-01,2020-11-29,Voluntary,3,3,1,3,1,2023-04-01,Project Management,Internal,Failed,1,297.12
1335,Software Engineer,NEL,Software Engineering,General - Con,MA,1947-11-24,Female,White,Divorced,Active,Contract,Full-Time,Zone A,2021-10-31,,,3,3,4,5,5,2023-02-20,Leadership Development,Internal,Incomplete,2,384.43
1336,Accountant I,TNS,Admin Offices,Field Operations,MA,1947-07-14,Female,Black,Married,Inactive,Full-Time,Part-Time,Zone A,2020-02-26,2023-03-30,Voluntary,3,3,5,1,4,2022-12-19,Leadership Development,Internal,Passed,4,969.95
1337,Accountant I,WBL,Admin Offices,General - Con,MA,1953-03-30,Female,White,Single,Inactive,Full-Time,Temporary,Zone A,2018-08-10,2021-12-07,Voluntary,3,3,3,3,4,2023-01-17,Project Management,External,Failed,5,719.7
1338,Senior Network Engineer,BPC,Admin Offices,Shop (Fleet),MA,1988-03-14,Male,Other,Widowed,Active,Contract,Part-Time,Zone C,2020-09-30,,,3,3,1,1,1,2022-10-30,Leadership Development,External,Incomplete,1,355.83
1339,Senior Network Engineer,CCDR,IT/IS,Wireline Construction,MA,1981-11-19,Male,Hispanic,Widowed,Inactive,Contract,Temporary,Zone B,2021-04-01,2022-08-14,Voluntary,3,3,1,3,2,2022-11-24,Customer Service,Internal,Incomplete,3,754.47
1340,Senior Network Engineer,EW,IT/IS,General - Eng,MA,1945-03-22,Male,White,Divorced,Inactive,Full-Time,Part-Time,Zone B,2021-03-21,2021-11-21,Voluntary,3,3,5,4,4,2023-02-06,Leadership Development,External,Incomplete,2,890.39
1341,Software Engineering Manager,CCDR,Software Engineering,Engineers,MA,1979-02-22,Female,Hispanic,Single,Active,Part-Time,Full-Time,Zone C,2021-11-03,,,3,3,1,3,4,2023-02-14,Project Management,Internal,Passed,3,268.78
1342,Accountant I,EW,Admin Offices,Aerial,MA,1985-06-30,Female,Asian,Single,Inactive,Full-Time,Part-Time,Zone B,2019-06-22,2019-08-26,Voluntary,3,3,3,2,2,2023-01-28,Project Management,Internal,Failed,4,930.72
1343,Accountant I,MSC,Admin Offices,Shop (Fleet),MA,1958-05-31,Female,White,Married,Inactive,Contract,Temporary,Zone B,2019-11-12,2023-05-19,Voluntary,3,3,1,2,3,2022-09-02,Customer Service,External,Completed,5,924.85
1344,Accountant I,TNS,Admin Offices,General - Con,MA,1980-12-21,Male,White,Single,Active,Part-Time,Part-Time,Zone A,2022-09-20,,,3,3,1,4,5,2022-11-01,Technical Skills,Internal,Incomplete,5,284.38
1345,Senior Network Engineer,PYZ,Admin Offices,Fielders,MA,1978-05-13,Male,Other,Single,Active,Full-Time,Full-Time,Zone A,2023-01-27,,,3,3,2,4,4,2022-11-30,Communication Skills,External,Passed,1,395.1
1346,Senior Network Engineer,WBL,IT/IS,Field Operations,MA,1948-09-13,Male,White,Divorced,Inactive,Contract,Temporary,Zone C,2021-02-21,2022-08-22,Voluntary,3,3,4,2,3,2023-07-02,Technical Skills,External,Failed,2,501.64
1347,Senior Network Engineer,NEL,IT/IS,General - Con,MA,1995-03-21,Male,Hispanic,Married,Inactive,Part-Time,Full-Time,Zone B,2022-03-04,2023-01-18,Voluntary,3,3,4,3,1,2022-10-22,Communication Skills,Internal,Failed,5,792.72
1348,Software Engineering Manager,WBL,Software Engineering,Field Operations,MA,1993-04-13,Female,Other,Married,Inactive,Contract,Part-Time,Zone C,2019-04-21,2020-12-02,Involuntary,3,3,2,2,4,2023-08-01,Technical Skills,Internal,Completed,4,594.15
1349,Accountant I,EW,Admin Offices,Safety,MA,1949-11-27,Female,White,Divorced,Inactive,Full-Time,Part-Time,Zone B,2021-08-02,2022-11-26,Voluntary,3,3,1,2,3,2022-11-26,Technical Skills,Internal,Incomplete,3,870.01
1350,Accountant I,MSC,Admin Offices,Field Operations,MA,1968-11-02,Female,Black,Divorced,Active,Part-Time,Temporary,Zone B,2022-03-04,,,3,3,3,4,5,2023-01-29,Leadership Development,Internal,Incomplete,2,610.06
1351,Accountant I,TNS,Admin Offices,Field Operations,MA,1998-03-05,Male,White,Divorced,Active,Contract,Part-Time,Zone C,2021-03-28,,,3,3,4,1,5,2022-12-20,Project Management,Internal,Passed,2,278.16
1352,Senior Network Engineer,PYZ,Admin Offices,Field Operations,MA,1974-06-18,Male,Other,Divorced,Inactive,Contract,Full-Time,Zone B,2018-08-08,2023-06-01,Voluntary,3,3,4,2,1,2022-11-01,Communication Skills,External,Completed,4,218.93
1353,Senior Network Engineer,WBL,IT/IS,Field Operations,MA,1946-03-04,Male,White,Single,Inactive,Part-Time,Temporary,Zone A,2020-09-15,2022-01-06,Involuntary,3,3,5,1,5,2022-12-16,Communication Skills,Internal,Incomplete,5,179.21
1354,Software Engineering Manager,WBL,Software Engineering,Field Operations,MA,1959-05-07,Female,Black,Widowed,Inactive,Full-Time,Full-Time,Zone C,2020-10-28,2022-02-27,Involuntary,3,3,4,4,2,2023-08-03,Communication Skills,External,Failed,2,983.37
1355,Administrative Assistant,SVG,Admin Offices,General - Con,MA,1945-05-20,Female,Hispanic,Single,Inactive,Full-Time,Temporary,Zone B,2021-06-16,2021-11-23,Voluntary,3,3,2,2,3,2023-03-13,Project Management,Internal,Completed,5,534.28
1356,Accountant I,EW,Admin Offices,Engineers,MA,1988-06-12,Female,Hispanic,Married,Inactive,Part-Time,Temporary,Zone A,2023-03-20,2023-06-21,Voluntary,3,3,1,1,1,2023-04-06,Technical Skills,Internal,Incomplete,3,301.39
1357,Accountant I,MSC,Admin Offices,Engineers,MA,1972-07-04,Male,Black,Divorced,Inactive,Full-Time,Temporary,Zone C,2018-09-07,2021-07-16,Voluntary,3,3,1,4,3,2023-05-26,Project Management,External,Incomplete,3,231.65
1358,Accountant I,TNS,Admin Offices,Field Operations,MA,1996-03-29,Male,Black,Married,Inactive,Part-Time,Full-Time,Zone B,2018-11-08,2022-10-28,Voluntary,3,3,1,2,5,2022-08-10,Communication Skills,Internal,Completed,2,994.81
1359,Senior Network Engineer,BPC,Admin Offices,Catv,MA,1998-03-19,Male,Asian,Married,Active,Full-Time,Part-Time,Zone A,2019-01-26,,,3,3,4,5,1,2023-02-14,Customer Service,External,Incomplete,4,729.91
1360,Senior Network Engineer,CCDR,IT/IS,Field Operations,MA,1964-09-25,Male,Asian,Divorced,Active,Contract,Full-Time,Zone B,2021-08-30,,,1,3,5,2,1,2022-09-20,Leadership Development,Internal,Passed,2,538.02
1361,Senior Accountant,BPC,Admin Offices,Aerial,MA,1949-09-26,Female,Black,Married,Inactive,Full-Time,Full-Time,Zone A,2023-03-08,2023-03-30,Voluntary,4,3,1,3,2,2022-10-09,Project Management,Internal,Failed,4,903.88
1362,Administrative Assistant,SVG,Admin Offices,General - Con,MA,1983-10-11,Female,Asian,Widowed,Inactive,Full-Time,Part-Time,Zone C,2019-11-10,2020-12-03,Voluntary,4,3,5,2,5,2022-08-29,Customer Service,Internal,Passed,4,196.94
1363,Accountant I,EW,Admin Offices,General - Con,MA,1982-04-21,Female,Asian,Divorced,Active,Full-Time,Full-Time,Zone A,2023-07-28,,,1,3,5,2,2,2022-12-15,Project Management,Internal,Completed,2,285.83
1364,Accountant I,MSC,Admin Offices,Finance & Accounting,MA,1973-01-20,Male,White,Divorced,Inactive,Contract,Temporary,Zone C,2019-04-03,2019-08-05,Voluntary,4,3,2,2,4,2022-12-28,Project Management,External,Incomplete,4,818.6
1365,Accountant I,TNS,Admin Offices,Field Operations,MA,1982-07-13,Male,Hispanic,Widowed,Active,Contract,Part-Time,Zone C,2019-07-24,,,4,3,5,1,2,2023-04-10,Leadership Development,External,Incomplete,1,610.97
1366,Senior Network Engineer,PYZ,IT/IS,General - Con,MA,1950-01-15,Male,Black,Single,Inactive,Contract,Temporary,Zone B,2022-04-29,2022-12-11,Voluntary,4,3,1,4,2,2022-11-18,Technical Skills,Internal,Completed,1,762.83
1367,Senior Network Engineer,WBL,IT/IS,Executive,MA,1990-08-12,Female,White,Divorced,Active,Part-Time,Temporary,Zone B,2020-10-06,,,4,3,1,4,3,2022-09-20,Project Management,External,Incomplete,5,438.44
1368,Senior Accountant,PYZ,Admin Offices,General - Sga,MA,1993-08-26,Female,White,Widowed,Active,Part-Time,Temporary,Zone C,2020-04-04,,,4,3,2,2,2,2022-10-19,Project Management,Internal,Incomplete,4,271.9
1369,Administrative Assistant,CCDR,Sales,Aerial,MA,1974-03-24,Female,Black,Married,Active,Contract,Full-Time,Zone C,2021-03-26,,,4,3,2,4,3,2023-01-31,Communication Skills,External,Incomplete,2,629.2
1370,Administrative Assistant,SVG,Admin Offices,General - Con,MA,1992-12-13,Female,Black,Married,Active,Part-Time,Temporary,Zone A,2022-05-19,,,4,3,1,2,1,2022-09-06,Leadership Development,Internal,Incomplete,1,850.28
1371,Accountant I,EW,Admin Offices,Field Operations,MA,1957-05-07,Female,Black,Married,Inactive,Contract,Part-Time,Zone A,2021-08-28,2021-10-16,Involuntary,4,3,1,1,2,2022-10-01,Leadership Development,External,Passed,1,321.25
1372,Accountant I,MSC,Admin Offices,Aerial,MA,1991-08-19,Male,White,Single,Active,Contract,Full-Time,Zone A,2022-11-24,,,4,3,3,1,4,2023-06-03,Customer Service,Internal,Passed,1,475.32
1373,Accountant I,TNS,Admin Offices,Field Operations,MA,1986-04-20,Male,Other,Divorced,Inactive,Contract,Part-Time,Zone A,2022-01-12,2022-11-11,Voluntary,4,3,1,2,5,2022-09-08,Leadership Development,External,Failed,4,847.2
1374,Senior Network Engineer,PYZ,IT/IS,Aerial,MA,1942-09-12,Female,White,Married,Active,Part-Time,Temporary,Zone B,2019-07-07,,,4,3,5,5,4,2022-10-08,Customer Service,Internal,Completed,1,983.35
1375,Senior Accountant,PYZ,Admin Offices,Technology / It,MA,1999-07-07,Female,Asian,Divorced,Active,Contract,Full-Time,Zone B,2021-07-14,,,4,3,1,3,2,2023-06-25,Technical Skills,External,Passed,3,880.9
1376,Administrative Assistant,CCDR,Sales,Field Operations,MA,1958-12-08,Female,Other,Single,Inactive,Full-Time,Temporary,Zone B,2019-12-03,2022-02-10,Voluntary,4,3,4,3,5,2023-08-02,Customer Service,External,Completed,3,795.72
1377,Administrative Assistant,SVG,Admin Offices,General - Con,MA,1968-05-18,Female,White,Divorced,Inactive,Part-Time,Full-Time,Zone A,2021-03-03,2021-07-10,Voluntary,4,3,5,5,4,2023-06-20,Communication Skills,Internal,Completed,2,909.56
1378,Accountant I,EW,Admin Offices,Fielders,MA,1975-03-06,Female,White,Married,Active,Full-Time,Part-Time,Zone C,2022-06-13,,,1,3,1,4,5,2023-01-28,Communication Skills,External,Failed,5,145.7
1379,Accountant I,MSC,Admin Offices,General - Sga,MA,1984-10-21,Male,White,Widowed,Active,Part-Time,Temporary,Zone A,2023-01-23,,,4,3,5,2,5,2023-03-06,Communication Skills,Internal,Passed,1,397.48
1380,Accountant I,TNS,Admin Offices,Field Operations,MA,1953-05-04,Male,Hispanic,Single,Active,Part-Time,Temporary,Zone A,2020-09-06,,,4,3,1,1,2,2023-05-26,Communication Skills,External,Failed,3,326.7
1381,Senior Network Engineer,PYZ,IT/IS,Aerial,MA,2000-11-01,Female,Other,Single,Active,Full-Time,Temporary,Zone A,2022-10-17,,,1,3,2,2,1,2022-09-20,Leadership Development,Internal,Failed,4,718.16
1382,Senior Accountant,TNS,Admin Offices,Field Operations,MA,1968-03-16,Female,White,Widowed,Active,Full-Time,Part-Time,Zone B,2019-06-07,,,4,3,2,1,1,2023-02-21,Communication Skills,Internal,Passed,5,162.46
1383,Senior Accountant,BPC,Admin Offices,General - Con,MA,1994-10-10,Female,Hispanic,Divorced,Inactive,Contract,Part-Time,Zone C,2022-01-28,2022-09-16,Voluntary,4,3,4,1,5,2023-01-15,Customer Service,Internal,Completed,3,924.64
1384,Administrative Assistant,CCDR,Admin Offices,Field Operations,MA,1956-03-12,Female,Other,Single,Inactive,Part-Time,Full-Time,Zone B,2020-07-01,2021-03-05,Voluntary,1,3,2,3,4,2022-10-04,Leadership Development,Internal,Passed,4,628.48
1385,Administrative Assistant,SVG,Admin Offices,Field Operations,MA,1966-05-09,Female,Hispanic,Divorced,Active,Full-Time,Part-Time,Zone C,2020-05-30,,,1,3,3,1,3,2023-06-27,Communication Skills,Internal,Passed,1,678.07
1386,Accountant I,EW,Admin Offices,General - Con,MA,1976-08-19,Female,White,Married,Inactive,Contract,Full-Time,Zone C,2019-10-05,2023-02-04,Involuntary,4,3,2,4,5,2023-06-29,Technical Skills,External,Passed,1,106.91
1387,Accountant I,MSC,Admin Offices,General - Con,MA,1951-08-27,Male,Hispanic,Divorced,Inactive,Contract,Full-Time,Zone B,2021-11-06,2023-04-20,Voluntary,1,3,5,1,2,2022-12-20,Communication Skills,External,Incomplete,1,195.95
1388,Accountant I,TNS,Admin Offices,Field Operations,MA,1970-12-23,Female,Black,Single,Inactive,Part-Time,Full-Time,Zone B,2019-05-09,2020-05-07,Voluntary,4,3,5,2,4,2023-04-18,Communication Skills,External,Completed,1,918.34
1389,Production Technician II,NEL,Production,Isp,MA,1962-11-11,Male,Hispanic,Widowed,Active,Part-Time,Full-Time,Zone A,2019-10-28,,,4,3,4,4,3,2023-01-16,Communication Skills,External,Incomplete,3,425.34
1390,Production Technician I,SVG,Production,General - Con,MA,1955-12-21,Male,Asian,Married,Active,Contract,Part-Time,Zone C,2019-01-11,,,4,3,2,3,4,2023-03-03,Communication Skills,External,Completed,3,512.53
1391,Production Technician I,MSC,Production,Wireless,MA,1941-11-18,Female,Other,Single,Active,Contract,Temporary,Zone A,2020-04-02,,,2,3,4,1,1,2023-02-05,Leadership Development,External,Completed,3,146.48
1392,Production Technician I,PL,Production,Field Operations,MA,1955-02-25,Female,Hispanic,Widowed,Inactive,Part-Time,Part-Time,Zone A,2019-06-07,2019-08-15,Involuntary,4,3,4,4,3,2023-04-20,Leadership Development,External,Completed,3,578.62
1393,Production Technician I,SVG,Production,General - Con,MA,1947-03-20,Female,Other,Single,Inactive,Part-Time,Part-Time,Zone C,2021-11-22,2022-11-23,Voluntary,4,3,4,4,4,2023-04-02,Technical Skills,External,Failed,3,255.61
